PHASE,method,n,r,count,p_given_E,p_given_E_ci95_low,p_given_E_ci95_high,q_given_tie,q_given_tie_ci95_low,q_given_tie_ci95_high
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,22,11,0.00011140819964349375,6.221180976574116e-05,0.00019950077189230476,0.00021776141267767352,0.00012160289484160924,0.00038992843893001738
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,23,3,3.038405444822557e-05,1.0333373035930844e-05,8.9337222696172797e-05,5.9389476184820047e-05,2.0197982268789442e-05,0.00017461356423634634
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,24,18,0.00018230432668935343,0.00011532425457840562,0.00028817506476483986,0.00035633685710892031,0.00022542142317734834,0.00056323972445245765
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,25,2,2.0256036298817048e-05,5.5549533461666733e-06,7.3860394145194185e-05,3.9592984123213365e-05,1.0857891479587736e-05,0.00014436368161723672
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,26,8,8.1024145195268191e-05,4.1057502073974941e-05,0.00015988933486184268,0.00015837193649285346,8.0253108953966392e-05,0.00031250830459272612
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,27,2,2.0256036298817048e-05,5.5549533461666733e-06,7.3860394145194185e-05,3.9592984123213365e-05,1.0857891479587736e-05,0.00014436368161723672
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,28,4,4.0512072597634096e-05,1.575446308175507e-05,0.00010417138089109137,7.9185968246426729e-05,3.0794293878896414e-05,0.00020360722603455074
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,29,0,0,0,3.8904851009875286e-05,0,0,7.6041626280201757e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,30,2,2.0256036298817048e-05,5.5549533461666733e-06,7.3860394145194185e-05,3.9592984123213365e-05,1.0857891479587736e-05,0.00014436368161723672
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,31,2,2.0256036298817048e-05,5.5549533461666733e-06,7.3860394145194185e-05,3.9592984123213365e-05,1.0857891479587736e-05,0.00014436368161723672
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,32,0,0,0,3.8904851009875286e-05,0,0,7.6041626280201757e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,33,1,1.0128018149408524e-05,1.7878461334259877e-06,5.7372253117192081e-05,1.9796492061606682e-05,3.4945754979413457e-06,0.00011213702419057175
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,34,1,1.0128018149408524e-05,1.7878461334259877e-06,5.7372253117192081e-05,1.9796492061606682e-05,3.4945754979413457e-06,0.00011213702419057175
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,35,0,0,0,3.8904851009875286e-05,0,0,7.6041626280201757e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,36,1,1.0128018149408524e-05,1.7878461334259877e-06,5.7372253117192081e-05,1.9796492061606682e-05,3.4945754979413457e-06,0.00011213702419057175
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,37,0,0,0,3.8904851009875286e-05,0,0,7.6041626280201757e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,38,0,0,0,3.8904851009875286e-05,0,0,7.6041626280201757e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,39,1,1.0128018149408524e-05,1.7878461334259877e-06,5.7372253117192081e-05,1.9796492061606682e-05,3.4945754979413457e-06,0.00011213702419057175
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,40,0,0,0,3.8904851009875286e-05,0,0,7.6041626280201757e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,41,0,0,0,3.8904851009875286e-05,0,0,7.6041626280201757e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,42,0,0,0,3.8904851009875286e-05,0,0,7.6041626280201757e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,43,0,0,0,3.8904851009875286e-05,0,0,7.6041626280201757e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,44,0,0,0,3.8904851009875286e-05,0,0,7.6041626280201757e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,45,0,0,0,3.8904851009875286e-05,0,0,7.6041626280201757e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,26,46,1,1.0128018149408524e-05,1.7878461334259877e-06,5.7372253117192081e-05,1.9796492061606682e-05,3.4945754979413457e-06,0.00011213702419057175
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,1,49302,0.4954626307696946,0.49235635130740735,0.49856926054792322,NA,NA,NA
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,2,28588,0.28729637110957018,0.28449310672392819,0.29011605767031218,0.56942535604023503,0.56508891707968334,0.5737511715871173
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,3,7333,0.073693308008481812,0.072086360819233933,0.075333168990403224,0.14606114928791952,0.14299896219200844,0.1491774958298783
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,4,7289,0.073251128061342416,0.071648688805374533,0.074886515249300373,0.14518474255552236,0.14213032339163259,0.14829345527253243
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,5,1528,0.015355703618840885,0.014610193921035514,0.016138631171423473,0.030435215615974506,0.028968142797143319,0.031974140870769135
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,6,2453,0.024651532053021397,0.023706289398435582,0.025633474860843358,0.048859675331142313,0.047008249931934927,0.050780133869901066
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,7,521,0.0052358125559005897,0.0048061061716822831,0.0057037181197089363,0.0103774524449756,0.0095277048970542292,0.011302121652089546
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,8,1046,0.010511823288813853,0.0098967761734441839,0.011164662239655657,0.020834578229260034,0.019621367723745561,0.022121110252760239
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,9,312,0.003135457806988453,0.0028067480074745986,0.0035025289478459506,0.0062145204660890348,0.0055638646274617058,0.0069407349725036666
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,10,329,0.0033063000592923109,0.0029682905160837813,0.0036826577536539988,0.0065531321581515783,0.0058841202025305059,0.0072976509674637334
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,11,94,0.00094465715979780314,0.00077207950359174269,0.0011557653021431321,0.0018723234737575939,0.0015303889573155356,0.0022904810975737989
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,12,280,0.0028138723908870734,0.0025033871243461082,0.0031627438273655346,0.0055771337516183645,0.0049624624265036943,0.006267461276936755
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,13,52,0.0005225763011647422,0.00039855931003996434,0.00068515636595822111,0.0010357534110148391,0.00078999168273355294,0.0013578662579668197
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,14,95,0.00095470670405097132,0.00078112215424412201,0.0011668209641035312,0.0018922418085848022,0.0015483137429983676,0.0023123899336573704
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,15,45,0.00045222949139256537,0.00033801620604097352,0.00060501128166776368,0.00089632506722438004,0.00066998492401354676,0.0011990376643219989
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,16,79,0.00079391399600028142,0.00063713155031201773,0.00098923856623118231,0.0015735484513494673,0.001262890134943928,0.0019604755934493488
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,17,17,0.00017084225230385802,0.00010667318344121881,0.00027360155110972534,0.00033861169206254356,0.00021143283787850394,0.00054224834099773434
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,18,38,0.0003818826816203885,0.00027825368234771772,0.00052408561707157112,0.00075689672343392091,0.00055152629010946747,0.0010386609458612514
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,19,13,0.00013064407529118555,7.6353986474493406e-05,0.00022352749762533745,0.00025893835275370977,0.00015133762707102583,0.000443009064739597
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,20,23,0.00023113951782286672,0.0001540324858642333,0.00034683212436338075,0.00045812170102579424,0.00030530375104542912,0.0006873791584292322
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,21,9,9.0445898278513075e-05,4.7586040471357495e-05,0.00017190219317736005,0.000179265013444876,9.4317554883413399e-05,0.00034069464986159401
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,22,15,0.00015074316379752177,9.1358333493091204e-05,0.0002487197758322963,0.00029877502240812666,0.00018107745798744035,0.00049293647735599016
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,23,3,3.0148632759504356e-05,1.0253307604980799e-05,8.8645050367066816e-05,5.9755004481625337e-05,2.0322297356543834e-05,0.00017568817679004047
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,24,18,0.00018089179655702615,0.00011443067633411259,0.00028594237082960993,0.00035853002688975201,0.00022680890999996473,0.00056670589064267737
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,25,2,2.0099088506336237e-05,5.5119123291964107e-06,7.3288133030072872e-05,3.9836669654416889e-05,1.0924719670884862e-05,0.0001452521327092956
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,26,2,2.0099088506336237e-05,5.5119123291964107e-06,7.3288133030072872e-05,3.9836669654416889e-05,1.0924719670884862e-05,0.0001452521327092956
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,27,3,3.0148632759504356e-05,1.0253307604980799e-05,8.8645050367066816e-05,5.9755004481625337e-05,2.0322297356543834e-05,0.00017568817679004047
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,28,5,5.0247721265840593e-05,2.146300800498656e-05,0.0001176319751926177,9.9591674136042225e-05,4.2540336764668448e-05,0.00023313738091472361
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,29,0,0,0,3.860342013371264e-05,0,0,7.6509608847372782e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,30,4,4.0198177012672475e-05,1.5632393533009086e-05,0.00010336427705181684,7.9673339308833778e-05,3.0983828119273999e-05,0.00020486026779371417
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,31,0,0,0,3.860342013371264e-05,0,0,7.6509608847372782e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,32,4,4.0198177012672475e-05,1.5632393533009086e-05,0.00010336427705181684,7.9673339308833778e-05,3.0983828119273999e-05,0.00020486026779371417
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,33,0,0,0,3.860342013371264e-05,0,0,7.6509608847372782e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,34,1,1.0049544253168119e-05,1.7739935292834426e-06,5.6927739217207526e-05,1.9918334827208444e-05,3.5160838434508909e-06,0.00011282714677032573
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,35,0,0,0,3.860342013371264e-05,0,0,7.6509608847372782e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,36,2,2.0099088506336237e-05,5.5119123291964107e-06,7.3288133030072872e-05,3.9836669654416889e-05,1.0924719670884862e-05,0.0001452521327092956
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,37,0,0,0,3.860342013371264e-05,0,0,7.6509608847372782e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,38,1,1.0049544253168119e-05,1.7739935292834426e-06,5.6927739217207526e-05,1.9918334827208444e-05,3.5160838434508909e-06,0.00011282714677032573
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,28,39,1,1.0049544253168119e-05,1.7739935292834426e-06,5.6927739217207526e-05,1.9918334827208444e-05,3.5160838434508909e-06,0.00011282714677032573
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,1,50490,0.50578005729970144,0.50267842700922793,0.50888124275620994,NA,NA,NA
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,2,28701,0.28751026786608697,0.28471084129791063,0.29032604767180997,0.58174558131992871,0.57738673973075394,0.58609169395517369
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,3,7167,0.07179492316630938,0.070209964008917131,0.073412837042359513,0.14526917463920869,0.14218745616503903,0.14840612976666961
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,4,6918,0.069300583014445138,0.067741668368649269,0.070892644343642855,0.14022215015404574,0.13718630221960745,0.14331402063553392
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,5,1451,0.014535291407048264,0.013811316030887139,0.015296628210608414,0.029410572401491811,0.027955963222674015,0.030938459071850898
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,6,2306,0.023100194338148378,0.022186504670973696,0.024050586276673509,0.046740716718015239,0.044913145568967583,0.048638866807746275
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,7,442,0.0044277042053172521,0.0040344783177561306,0.0048590694015089976,0.0089589751905302419,0.0081649005798140346,0.0098295118984200406
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,8,990,0.0099172560254843431,0.0093211447597635125,0.01055108412321051,0.020066482892816605,0.018865961866471968,0.021341736418825915
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,9,312,0.0031254382625768838,0.0027977774827949724,0.003491338573546512,0.0063239824874331118,0.0056618968875797159,0.0070629404904384938
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,10,296,0.0029651593773165306,0.0026464584249404652,0.0033221121959642638,0.0059996756932057726,0.0053556458955972934,0.0067206283931635791
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,11,92,0.00092160359024702986,0.00075160060506301786,0.0011300157140230718,0.0018647640668071996,0.0015209006065713645,0.0022861942941584572
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,12,275,0.0027547933404123174,0.0024482300889348118,0.0030996246479591746,0.0055740230257823901,0.0049544596330947602,0.0062705756010158573
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,13,50,0.00050087151643860321,0.00037997320948335083,0.00066021134158125456,0.0010134587319604346,0.00076887529027047023,0.0013357415011588413
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,14,90,0.00090156872958948567,0.0007336110630700866,0.0011079370765864087,0.0018242257175287823,0.0014844963458024271,0.0022415281687702278
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,15,42,0.00042073207380842665,0.00031129923300804083,0.00056861260033818641,0.00085130533484676502,0.00062990996396164694,0.0011504252828389958
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,16,56,0.00056097609841123557,0.00043206069933194127,0.00072832839002144752,0.0011350737797956867,0.00087427778628972356,0.0014735501636110892
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,17,9,9.0156872958948572e-05,4.7433974170962422e-05,0.00017135289858695552,0.00018242257175287823,9.5978905582386729e-05,0.00034669496962499774
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,18,34,0.00034059263117825015,0.00024375389713600625,0.00047588521849184295,0.00068915193773309554,0.00049322974858719069,0.00096282395358478342
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,19,9,9.0156872958948572e-05,4.7433974170962422e-05,0.00017135289858695552,0.00018242257175287823,9.5978905582386729e-05,0.00034669496962499774
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,20,28,0.00028048804920561779,0.00019407669636040803,0.00040535788097865766,0.00056753688989784334,0.000392707174993554,0.00082013536870691845
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,21,10,0.00010017430328772063,5.4415418860966419e-05,0.00018440554361174878,0.0002026917463920869,0.00011010546364719826,0.00037310360463876973
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,22,8,8.0139442630176503e-05,4.0609189287157207e-05,0.00015814359375596347,0.00016215339711366953,8.2169371027949811e-05,0.00031996931110085105
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,23,2,2.0034860657544126e-05,5.4942986259985075e-06,7.3053946128338659e-05,4.0538349278417384e-05,1.1117147948570342e-05,0.000147810375708729
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,24,13,0.00013022659427403682,7.6109987837505479e-05,0.00022281324377960147,0.00026349927030971297,0.0001540033825168696,0.00045081126500484908
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,25,4,4.0069721315088251e-05,1.5582438934721382e-05,0.0001030339852492103,8.1076698556834767e-05,3.1529582136328131e-05,0.00020846832767813838
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,26,6,6.0104581972632384e-05,2.7546750902605561e-05,0.00013113785271092062,0.00012161504783525215,5.5738421289816659e-05,0.00026532987468181701
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,27,2,2.0034860657544126e-05,5.4942986259985075e-06,7.3053946128338659e-05,4.0538349278417384e-05,1.1117147948570342e-05,0.000147810375708729
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,28,5,5.0087151643860314e-05,2.1394421080207905e-05,0.00011725609281852103,0.00010134587319604345,4.3289651566179928e-05,0.00023724345132687018
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,29,1,1.0017430328772063e-05,1.7683246190170111e-06,5.6745830420522914e-05,2.0269174639208692e-05,3.5780159926305312e-06,0.00011481431458608522
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,30,1,1.0017430328772063e-05,1.7683246190170111e-06,5.6745830420522914e-05,2.0269174639208692e-05,3.5780159926305312e-06,0.00011481431458608522
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,31,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,32,4,4.0069721315088251e-05,1.5582438934721382e-05,0.0001030339852492103,8.1076698556834767e-05,3.1529582136328131e-05,0.00020846832767813838
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,33,2,2.0034860657544126e-05,5.4942986259985075e-06,7.3053946128338659e-05,4.0538349278417384e-05,1.1117147948570342e-05,0.000147810375708729
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,34,2,2.0034860657544126e-05,5.4942986259985075e-06,7.3053946128338659e-05,4.0538349278417384e-05,1.1117147948570342e-05,0.000147810375708729
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,35,1,1.0017430328772063e-05,1.7683246190170111e-06,5.6745830420522914e-05,2.0269174639208692e-05,3.5780159926305312e-06,0.00011481431458608522
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,36,5,5.0087151643860314e-05,2.1394421080207905e-05,0.00011725609281852103,0.00010134587319604345,4.3289651566179928e-05,0.00023724345132687018
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,37,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,38,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,39,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,40,1,1.0017430328772063e-05,1.7683246190170111e-06,5.6745830420522914e-05,2.0269174639208692e-05,3.5780159926305312e-06,0.00011481431458608522
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,41,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,42,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,43,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,44,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,45,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,46,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,47,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,48,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,49,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,50,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,51,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,52,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,53,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,54,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,55,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,56,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,57,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,58,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,59,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,60,0,0,0,3.8480065324742676e-05,0,0,7.7857137500132181e-05
POST_HOC_EXPLORATORY_ORBITAL_MULTIPLICITY,MONTE_CARLO_REPRODUCTION,30,61,1,1.0017430328772063e-05,1.7683246190170111e-06,5.6745830420522914e-05,2.0269174639208692e-05,3.5780159926305312e-06,0.00011481431458608522
